ID,e1_pr,e1_vol,e1_s1,e1_s2,e1_s3,e1_s4,e1_s5,e1_mean,e1_var,e2_pr,e2_vol,e2_s1,e2_s2,e2_s3,e2_s4,e2_s5,e2_mean,e2_var,b1_pr,b1_vol,b1_s1,b1_s2,b1_s3,b1_s4,b1_s5,b1_mean,b1_var,b2_pr,b2_vol,b2_s1,b2_s2,b2_s3,b2_s4,b2_s5,b2_mean,b2_var
19290,23.99,18516,0.67,0.21,0.08,0.01,0.03,4.5,0.8,27.99,11277,0.85,0.03,0.02,0.01,0.09,4.5,1.5,12.99,11881,0.76,0.1,0.06,0.06,0.02,4.5,1,14.99,12218,0.46,0.42,0.1,0.01,0.01,4.3,0.6
19291,23.99,12437,0.72,0.11,0.08,0.03,0.06,4.4,1.3,25.99,10279,0.76,0.1,0.06,0.06,0.02,4.5,1,14.99,11360,0.71,0.18,0.05,0.03,0.03,4.5,0.9,12.99,13988,0.65,0.25,0.08,0.01,0.01,4.5,0.6
19292,27.99,10794,0.79,0.1,0.01,0.01,0.09,4.5,1.4,25.99,19905,0.46,0.42,0.1,0.01,0.01,4.3,0.6,16.99,11800,0.65,0.25,0.07,0.01,0.02,4.5,0.7,12.99,11927,0.56,0.25,0.14,0.03,0.02,4.3,0.9
19293,25.99,19426,0.79,0.1,0.01,0.01,0.09,4.5,1.4,27.99,18330,0.61,0.24,0.04,0.05,0.06,4.3,1.3,14.99,15172,0.56,0.35,0.04,0.04,0.01,4.4,0.7,12.99,12270,0.51,0.33,0.11,0.03,0.02,4.3,0.8
19294,25.99,17239,0.46,0.42,0.1,0.01,0.01,4.3,0.6,23.99,14288,0.67,0.21,0.08,0.01,0.03,4.5,0.8,12.99,17716,0.67,0.21,0.08,0.01,0.03,4.5,0.8,12.99,15371,0.63,0.22,0.02,0.06,0.07,4.3,1.4
19295,23.99,15176,0.73,0.11,0.05,0.04,0.07,4.4,1.4,23.99,17164,0.72,0.15,0.01,0.03,0.09,4.4,1.5,12.99,10761,0.67,0.16,0.1,0.03,0.04,4.4,1.1,14.99,17978,0.6,0.29,0.05,0.02,0.04,4.4,0.9
19296,23.99,17408,0.46,0.44,0.05,0.03,0.02,4.3,0.7,23.99,12169,0.46,0.44,0.05,0.03,0.02,4.3,0.7,14.99,17224,0.46,0.44,0.05,0.03,0.02,4.3,0.7,14.99,10209,0.63,0.22,0.02,0.06,0.07,4.3,1.4
19297,25.99,12236,0.64,0.13,0.12,0.1,0.01,4.3,1.2,25.99,17793,0.72,0.15,0.01,0.03,0.09,4.4,1.5,16.99,16146,0.59,0.2,0.14,0.05,0.02,4.3,1,16.99,14137,0.63,0.22,0.02,0.06,0.07,4.3,1.4
19298,23.99,11556,0.76,0.1,0.06,0.06,0.02,4.5,1,27.99,17411,0.6,0.29,0.05,0.02,0.04,4.4,0.9,14.99,16974,0.46,0.42,0.1,0.01,0.01,4.3,0.6,12.99,13361,0.59,0.2,0.14,0.05,0.02,4.3,1
19299,27.99,15732,0.79,0.1,0.01,0.01,0.09,4.5,1.4,23.99,10492,0.85,0.03,0.02,0.01,0.09,4.5,1.5,16.99,16287,0.6,0.29,0.05,0.02,0.04,4.4,0.9,12.99,11824,0.66,0.22,0.04,0.01,0.07,4.4,1.2
19300,27.99,11762,0.64,0.13,0.12,0.1,0.01,4.3,1.2,23.99,13054,0.72,0.15,0.01,0.03,0.09,4.4,1.5,12.99,13323,0.7,0.09,0.08,0.07,0.06,4.3,1.5,12.99,16341,0.58,0.24,0.11,0.03,0.04,4.3,1.1
19301,23.99,15569,0.67,0.21,0.08,0.01,0.03,4.5,0.8,27.99,10734,0.73,0.11,0.05,0.04,0.07,4.4,1.4,12.99,17358,0.78,0.08,0.03,0.05,0.06,4.5,1.3,14.99,17145,0.67,0.21,0.08,0.01,0.03,4.5,0.8
19302,25.99,11136,0.46,0.42,0.1,0.01,0.01,4.3,0.6,27.99,19798,0.79,0.1,0.01,0.01,0.09,4.5,1.4,12.99,14733,0.79,0.1,0.01,0.01,0.09,4.5,1.4,12.99,10920,0.64,0.23,0.06,0.04,0.03,4.4,1
19303,23.99,17422,0.65,0.25,0.07,0.01,0.02,4.5,0.7,25.99,15581,0.58,0.24,0.11,0.03,0.04,4.3,1.1,16.99,15673,0.7,0.09,0.08,0.07,0.06,4.3,1.5,16.99,10672,0.85,0.03,0.02,0.01,0.09,4.5,1.5
19304,25.99,14730,0.72,0.15,0.01,0.03,0.09,4.4,1.5,23.99,13508,0.56,0.35,0.04,0.04,0.01,4.4,0.7,16.99,10881,0.64,0.23,0.06,0.04,0.03,4.4,1,12.99,13118,0.56,0.35,0.04,0.04,0.01,4.4,0.7
19305,23.99,13681,0.66,0.22,0.04,0.01,0.07,4.4,1.2,25.99,12432,0.63,0.22,0.02,0.06,0.07,4.3,1.4,16.99,13153,0.65,0.25,0.07,0.01,0.02,4.5,0.7,16.99,16521,0.46,0.42,0.1,0.01,0.01,4.3,0.6
19306,23.99,12676,0.51,0.33,0.11,0.03,0.02,4.3,0.8,27.99,19812,0.64,0.13,0.12,0.1,0.01,4.3,1.2,16.99,14896,0.57,0.33,0.05,0.02,0.03,4.4,0.8,16.99,15471,0.56,0.25,0.14,0.03,0.02,4.3,0.9
19307,23.99,18047,0.77,0.1,0.07,0.01,0.05,4.5,1.1,23.99,19373,0.51,0.33,0.11,0.03,0.02,4.3,0.8,14.99,10968,0.85,0.03,0.02,0.01,0.09,4.5,1.5,14.99,19157,0.64,0.23,0.06,0.04,0.03,4.4,1
19308,25.99,14925,0.6,0.29,0.05,0.02,0.04,4.4,0.9,23.99,14195,0.71,0.18,0.05,0.03,0.03,4.5,0.9,12.99,16508,0.56,0.25,0.14,0.03,0.02,4.3,0.9,12.99,16007,0.66,0.22,0.04,0.01,0.07,4.4,1.2
19309,23.99,18670,0.6,0.29,0.05,0.02,0.04,4.4,0.9,23.99,16195,0.65,0.25,0.07,0.01,0.02,4.5,0.7,16.99,16504,0.57,0.33,0.05,0.02,0.03,4.4,0.8,16.99,17157,0.78,0.08,0.03,0.05,0.06,4.5,1.3
19310,25.99,15018,0.64,0.23,0.06,0.04,0.03,4.4,1,23.99,17245,0.51,0.33,0.11,0.03,0.02,4.3,0.8,14.99,13784,0.73,0.11,0.05,0.04,0.07,4.4,1.4,16.99,16311,0.61,0.24,0.04,0.05,0.06,4.3,1.3
19311,27.99,10384,0.76,0.14,0.01,0.03,0.06,4.5,1.2,27.99,12543,0.63,0.22,0.02,0.06,0.07,4.3,1.4,12.99,13326,0.46,0.44,0.05,0.03,0.02,4.3,0.7,14.99,10862,0.58,0.24,0.11,0.03,0.04,4.3,1.1
19312,27.99,15087,0.59,0.2,0.14,0.05,0.02,4.3,1,27.99,16927,0.63,0.22,0.02,0.06,0.07,4.3,1.4,14.99,13824,0.79,0.1,0.01,0.01,0.09,4.5,1.4,14.99,19483,0.57,0.33,0.05,0.02,0.03,4.4,0.8
19313,23.99,14950,0.79,0.1,0.01,0.01,0.09,4.5,1.4,23.99,11325,0.66,0.22,0.04,0.01,0.07,4.4,1.2,12.99,13064,0.46,0.44,0.05,0.03,0.02,4.3,0.7,12.99,14194,0.85,0.03,0.02,0.01,0.09,4.5,1.5
19314,23.99,11490,0.53,0.34,0.11,0.01,0.01,4.4,0.6,27.99,15905,0.56,0.35,0.04,0.04,0.01,4.4,0.7,16.99,14471,0.59,0.2,0.14,0.05,0.02,4.3,1,12.99,17337,0.85,0.03,0.02,0.01,0.09,4.5,1.5
19315,25.99,15527,0.79,0.1,0.01,0.01,0.09,4.5,1.4,23.99,15004,0.77,0.1,0.07,0.01,0.05,4.5,1.1,14.99,18042,0.73,0.11,0.05,0.04,0.07,4.4,1.4,16.99,16995,0.85,0.03,0.02,0.01,0.09,4.5,1.5
19316,25.99,17598,0.64,0.23,0.06,0.04,0.03,4.4,1,27.99,15099,0.6,0.29,0.05,0.02,0.04,4.4,0.9,12.99,16016,0.65,0.25,0.08,0.01,0.01,4.5,0.6,12.99,18696,0.56,0.25,0.14,0.03,0.02,4.3,0.9
19317,25.99,18203,0.72,0.11,0.08,0.03,0.06,4.4,1.3,25.99,18509,0.57,0.33,0.05,0.02,0.03,4.4,0.8,12.99,15306,0.67,0.21,0.08,0.01,0.03,4.5,0.8,14.99,14680,0.53,0.34,0.11,0.01,0.01,4.4,0.6
19318,27.99,17925,0.61,0.24,0.04,0.05,0.06,4.3,1.3,23.99,18298,0.7,0.09,0.08,0.07,0.06,4.3,1.5,16.99,14338,0.73,0.11,0.05,0.04,0.07,4.4,1.4,16.99,19161,0.6,0.29,0.05,0.02,0.04,4.4,0.9
19319,23.99,14783,0.6,0.29,0.05,0.02,0.04,4.4,0.9,27.99,18686,0.56,0.35,0.04,0.04,0.01,4.4,0.7,12.99,11527,0.61,0.24,0.04,0.05,0.06,4.3,1.3,12.99,10309,0.67,0.21,0.08,0.01,0.03,4.5,0.8
19320,25.99,15031,0.57,0.33,0.05,0.02,0.03,4.4,0.8,25.99,16295,0.76,0.1,0.06,0.06,0.02,4.5,1,16.99,17541,0.71,0.18,0.05,0.03,0.03,4.5,0.9,14.99,11354,0.67,0.21,0.08,0.01,0.03,4.5,0.8
19321,25.99,13472,0.79,0.1,0.01,0.01,0.09,4.5,1.4,25.99,11127,0.51,0.33,0.11,0.03,0.02,4.3,0.8,16.99,18330,0.61,0.24,0.04,0.05,0.06,4.3,1.3,12.99,14523,0.64,0.13,0.12,0.1,0.01,4.3,1.2
19322,27.99,12514,0.57,0.33,0.05,0.02,0.03,4.4,0.8,25.99,10973,0.71,0.18,0.05,0.03,0.03,4.5,0.9,12.99,17056,0.46,0.44,0.05,0.03,0.02,4.3,0.7,14.99,18749,0.73,0.11,0.05,0.04,0.07,4.4,1.4
19323,27.99,18555,0.78,0.08,0.03,0.05,0.06,4.5,1.3,23.99,18420,0.77,0.1,0.07,0.01,0.05,4.5,1.1,12.99,18439,0.72,0.15,0.01,0.03,0.09,4.4,1.5,16.99,16804,0.56,0.35,0.04,0.04,0.01,4.4,0.7
19324,27.99,10815,0.59,0.2,0.14,0.05,0.02,4.3,1,23.99,13097,0.72,0.15,0.01,0.03,0.09,4.4,1.5,14.99,11516,0.46,0.42,0.1,0.01,0.01,4.3,0.6,16.99,17321,0.51,0.33,0.11,0.03,0.02,4.3,0.8
19325,23.99,18794,0.65,0.25,0.07,0.01,0.02,4.5,0.7,25.99,18817,0.59,0.2,0.14,0.05,0.02,4.3,1,14.99,15050,0.76,0.1,0.06,0.06,0.02,4.5,1,12.99,18908,0.46,0.42,0.1,0.01,0.01,4.3,0.6
19326,23.99,19307,0.64,0.23,0.06,0.04,0.03,4.4,1,27.99,12577,0.7,0.09,0.08,0.07,0.06,4.3,1.5,12.99,18388,0.63,0.22,0.02,0.06,0.07,4.3,1.4,12.99,11487,0.65,0.25,0.08,0.01,0.01,4.5,0.6
19327,25.99,16407,0.65,0.25,0.07,0.01,0.02,4.5,0.7,27.99,10752,0.77,0.1,0.07,0.01,0.05,4.5,1.1,16.99,17366,0.56,0.25,0.14,0.03,0.02,4.3,0.9,12.99,13321,0.53,0.34,0.11,0.01,0.01,4.4,0.6
19328,23.99,17272,0.7,0.09,0.08,0.07,0.06,4.3,1.5,23.99,11104,0.71,0.18,0.05,0.03,0.03,4.5,0.9,12.99,10610,0.56,0.25,0.14,0.03,0.02,4.3,0.9,12.99,14139,0.46,0.44,0.05,0.03,0.02,4.3,0.7
19329,25.99,10534,0.53,0.34,0.11,0.01,0.01,4.4,0.6,23.99,16730,0.63,0.22,0.02,0.06,0.07,4.3,1.4,14.99,11633,0.61,0.24,0.04,0.05,0.06,4.3,1.3,14.99,12950,0.79,0.1,0.01,0.01,0.09,4.5,1.4
19330,27.99,13483,0.61,0.24,0.04,0.05,0.06,4.3,1.3,25.99,12302,0.73,0.11,0.05,0.04,0.07,4.4,1.4,14.99,17391,0.51,0.33,0.11,0.03,0.02,4.3,0.8,12.99,15225,0.76,0.14,0.01,0.03,0.06,4.5,1.2
19331,25.99,14713,0.76,0.14,0.01,0.03,0.06,4.5,1.2,23.99,19918,0.58,0.24,0.11,0.03,0.04,4.3,1.1,14.99,10171,0.65,0.25,0.07,0.01,0.02,4.5,0.7,12.99,11018,0.65,0.25,0.07,0.01,0.02,4.5,0.7
19332,27.99,15205,0.72,0.15,0.01,0.03,0.09,4.4,1.5,27.99,11371,0.53,0.34,0.11,0.01,0.01,4.4,0.6,12.99,16631,0.64,0.13,0.12,0.1,0.01,4.3,1.2,16.99,13662,0.6,0.29,0.05,0.02,0.04,4.4,0.9
19333,27.99,19119,0.85,0.03,0.02,0.01,0.09,4.5,1.5,25.99,16697,0.64,0.23,0.06,0.04,0.03,4.4,1,14.99,16204,0.57,0.33,0.05,0.02,0.03,4.4,0.8,12.99,15632,0.46,0.44,0.05,0.03,0.02,4.3,0.7
19334,27.99,15288,0.72,0.15,0.01,0.03,0.09,4.4,1.5,23.99,16239,0.76,0.14,0.01,0.03,0.06,4.5,1.2,16.99,19085,0.63,0.22,0.02,0.06,0.07,4.3,1.4,16.99,12265,0.65,0.25,0.07,0.01,0.02,4.5,0.7
19335,25.99,13462,0.63,0.22,0.02,0.06,0.07,4.3,1.4,25.99,12421,0.67,0.16,0.1,0.03,0.04,4.4,1.1,12.99,16031,0.78,0.08,0.03,0.05,0.06,4.5,1.3,12.99,19692,0.72,0.15,0.01,0.03,0.09,4.4,1.5
19336,27.99,17614,0.67,0.21,0.08,0.01,0.03,4.5,0.8,25.99,10607,0.58,0.24,0.11,0.03,0.04,4.3,1.1,16.99,17143,0.7,0.09,0.08,0.07,0.06,4.3,1.5,14.99,13358,0.53,0.34,0.11,0.01,0.01,4.4,0.6
19337,25.99,17067,0.65,0.25,0.07,0.01,0.02,4.5,0.7,25.99,10110,0.72,0.11,0.08,0.03,0.06,4.4,1.3,16.99,17491,0.59,0.2,0.14,0.05,0.02,4.3,1,16.99,18361,0.57,0.33,0.05,0.02,0.03,4.4,0.8
19338,27.99,15642,0.56,0.25,0.14,0.03,0.02,4.3,0.9,23.99,14909,0.71,0.18,0.05,0.03,0.03,4.5,0.9,16.99,11450,0.79,0.1,0.01,0.01,0.09,4.5,1.4,12.99,18794,0.63,0.22,0.02,0.06,0.07,4.3,1.4
19339,25.99,10024,0.7,0.09,0.08,0.07,0.06,4.3,1.5,23.99,14263,0.53,0.34,0.11,0.01,0.01,4.4,0.6,16.99,14327,0.65,0.25,0.08,0.01,0.01,4.5,0.6,16.99,10917,0.66,0.22,0.04,0.01,0.07,4.4,1.2
19340,25.99,13556,0.65,0.25,0.08,0.01,0.01,4.5,0.6,25.99,15352,0.61,0.24,0.04,0.05,0.06,4.3,1.3,12.99,18568,0.56,0.25,0.14,0.03,0.02,4.3,0.9,14.99,13778,0.64,0.13,0.12,0.1,0.01,4.3,1.2
19341,23.99,16481,0.67,0.16,0.1,0.03,0.04,4.4,1.1,27.99,13659,0.67,0.16,0.1,0.03,0.04,4.4,1.1,12.99,15898,0.58,0.24,0.11,0.03,0.04,4.3,1.1,14.99,18623,0.64,0.13,0.12,0.1,0.01,4.3,1.2
19342,25.99,11187,0.78,0.08,0.03,0.05,0.06,4.5,1.3,25.99,15374,0.7,0.09,0.08,0.07,0.06,4.3,1.5,14.99,10054,0.72,0.15,0.01,0.03,0.09,4.4,1.5,16.99,17214,0.67,0.16,0.1,0.03,0.04,4.4,1.1
19343,25.99,12878,0.76,0.1,0.06,0.06,0.02,4.5,1,27.99,17683,0.63,0.22,0.02,0.06,0.07,4.3,1.4,14.99,14845,0.67,0.16,0.1,0.03,0.04,4.4,1.1,14.99,13381,0.73,0.11,0.05,0.04,0.07,4.4,1.4
19344,27.99,15955,0.65,0.25,0.08,0.01,0.01,4.5,0.6,23.99,12534,0.67,0.16,0.1,0.03,0.04,4.4,1.1,14.99,15338,0.46,0.44,0.05,0.03,0.02,4.3,0.7,14.99,19247,0.77,0.1,0.07,0.01,0.05,4.5,1.1
19345,23.99,12932,0.46,0.44,0.05,0.03,0.02,4.3,0.7,27.99,16224,0.85,0.03,0.02,0.01,0.09,4.5,1.5,16.99,17837,0.64,0.13,0.12,0.1,0.01,4.3,1.2,16.99,16731,0.56,0.25,0.14,0.03,0.02,4.3,0.9
19346,25.99,17102,0.64,0.13,0.12,0.1,0.01,4.3,1.2,23.99,18784,0.6,0.29,0.05,0.02,0.04,4.4,0.9,12.99,12978,0.85,0.03,0.02,0.01,0.09,4.5,1.5,14.99,16751,0.7,0.09,0.08,0.07,0.06,4.3,1.5
19347,27.99,12288,0.57,0.33,0.05,0.02,0.03,4.4,0.8,25.99,19509,0.59,0.2,0.14,0.05,0.02,4.3,1,14.99,13098,0.79,0.1,0.01,0.01,0.09,4.5,1.4,16.99,12671,0.61,0.24,0.04,0.05,0.06,4.3,1.3
19348,25.99,12394,0.64,0.23,0.06,0.04,0.03,4.4,1,27.99,19668,0.67,0.21,0.08,0.01,0.03,4.5,0.8,14.99,15940,0.59,0.2,0.14,0.05,0.02,4.3,1,16.99,11537,0.51,0.33,0.11,0.03,0.02,4.3,0.8
19349,23.99,14641,0.79,0.1,0.01,0.01,0.09,4.5,1.4,25.99,14110,0.53,0.34,0.11,0.01,0.01,4.4,0.6,12.99,18359,0.65,0.25,0.08,0.01,0.01,4.5,0.6,14.99,11334,0.77,0.1,0.07,0.01,0.05,4.5,1.1
19350,23.99,12884,0.67,0.16,0.1,0.03,0.04,4.4,1.1,23.99,12684,0.6,0.29,0.05,0.02,0.04,4.4,0.9,16.99,19777,0.77,0.1,0.07,0.01,0.05,4.5,1.1,12.99,12531,0.63,0.22,0.02,0.06,0.07,4.3,1.4
19351,23.99,18137,0.46,0.42,0.1,0.01,0.01,4.3,0.6,23.99,18784,0.77,0.1,0.07,0.01,0.05,4.5,1.1,14.99,14850,0.76,0.14,0.01,0.03,0.06,4.5,1.2,12.99,19227,0.66,0.22,0.04,0.01,0.07,4.4,1.2
19352,27.99,15991,0.73,0.11,0.05,0.04,0.07,4.4,1.4,27.99,11617,0.79,0.1,0.01,0.01,0.09,4.5,1.4,12.99,19089,0.72,0.11,0.08,0.03,0.06,4.4,1.3,12.99,11471,0.61,0.24,0.04,0.05,0.06,4.3,1.3
19353,25.99,15893,0.71,0.18,0.05,0.03,0.03,4.5,0.9,27.99,17748,0.46,0.44,0.05,0.03,0.02,4.3,0.7,12.99,14135,0.58,0.24,0.11,0.03,0.04,4.3,1.1,14.99,14727,0.72,0.11,0.08,0.03,0.06,4.4,1.3
19354,23.99,19363,0.61,0.24,0.04,0.05,0.06,4.3,1.3,27.99,17575,0.51,0.33,0.11,0.03,0.02,4.3,0.8,16.99,12867,0.72,0.11,0.08,0.03,0.06,4.4,1.3,16.99,13251,0.58,0.24,0.11,0.03,0.04,4.3,1.1
19355,25.99,12518,0.65,0.25,0.08,0.01,0.01,4.5,0.6,23.99,10907,0.79,0.1,0.01,0.01,0.09,4.5,1.4,14.99,11657,0.67,0.16,0.1,0.03,0.04,4.4,1.1,12.99,15254,0.65,0.25,0.08,0.01,0.01,4.5,0.6
19356,23.99,17825,0.78,0.08,0.03,0.05,0.06,4.5,1.3,25.99,18388,0.72,0.11,0.08,0.03,0.06,4.4,1.3,16.99,10162,0.72,0.11,0.08,0.03,0.06,4.4,1.3,12.99,10043,0.67,0.21,0.08,0.01,0.03,4.5,0.8
19357,27.99,17579,0.58,0.24,0.11,0.03,0.04,4.3,1.1,23.99,15415,0.64,0.13,0.12,0.1,0.01,4.3,1.2,16.99,17593,0.73,0.11,0.05,0.04,0.07,4.4,1.4,16.99,13249,0.77,0.1,0.07,0.01,0.05,4.5,1.1
19358,23.99,15757,0.79,0.1,0.01,0.01,0.09,4.5,1.4,27.99,19331,0.57,0.33,0.05,0.02,0.03,4.4,0.8,12.99,14409,0.67,0.16,0.1,0.03,0.04,4.4,1.1,14.99,17725,0.64,0.13,0.12,0.1,0.01,4.3,1.2
19359,25.99,10594,0.76,0.1,0.06,0.06,0.02,4.5,1,27.99,12968,0.66,0.22,0.04,0.01,0.07,4.4,1.2,14.99,12134,0.64,0.23,0.06,0.04,0.03,4.4,1,14.99,14697,0.76,0.1,0.06,0.06,0.02,4.5,1
19360,25.99,15215,0.77,0.1,0.07,0.01,0.05,4.5,1.1,27.99,16294,0.73,0.11,0.05,0.04,0.07,4.4,1.4,12.99,19750,0.78,0.08,0.03,0.05,0.06,4.5,1.3,16.99,17574,0.58,0.24,0.11,0.03,0.04,4.3,1.1
19361,23.99,14537,0.72,0.15,0.01,0.03,0.09,4.4,1.5,27.99,19887,0.76,0.14,0.01,0.03,0.06,4.5,1.2,14.99,12425,0.57,0.33,0.05,0.02,0.03,4.4,0.8,16.99,13283,0.76,0.1,0.06,0.06,0.02,4.5,1
19362,23.99,11722,0.56,0.35,0.04,0.04,0.01,4.4,0.7,25.99,11289,0.61,0.24,0.04,0.05,0.06,4.3,1.3,14.99,19860,0.46,0.44,0.05,0.03,0.02,4.3,0.7,12.99,15011,0.67,0.16,0.1,0.03,0.04,4.4,1.1
19363,25.99,11019,0.46,0.42,0.1,0.01,0.01,4.3,0.6,23.99,10804,0.73,0.11,0.05,0.04,0.07,4.4,1.4,12.99,11017,0.85,0.03,0.02,0.01,0.09,4.5,1.5,16.99,13354,0.73,0.11,0.05,0.04,0.07,4.4,1.4
19364,25.99,10797,0.51,0.33,0.11,0.03,0.02,4.3,0.8,27.99,10810,0.64,0.13,0.12,0.1,0.01,4.3,1.2,14.99,18423,0.76,0.1,0.06,0.06,0.02,4.5,1,12.99,11035,0.6,0.29,0.05,0.02,0.04,4.4,0.9
19365,23.99,12106,0.46,0.44,0.05,0.03,0.02,4.3,0.7,25.99,10287,0.65,0.25,0.07,0.01,0.02,4.5,0.7,14.99,15286,0.65,0.25,0.07,0.01,0.02,4.5,0.7,14.99,18592,0.46,0.44,0.05,0.03,0.02,4.3,0.7
19366,27.99,14130,0.65,0.25,0.08,0.01,0.01,4.5,0.6,25.99,14537,0.79,0.1,0.01,0.01,0.09,4.5,1.4,14.99,18105,0.46,0.44,0.05,0.03,0.02,4.3,0.7,16.99,19703,0.63,0.22,0.02,0.06,0.07,4.3,1.4
19367,27.99,17254,0.71,0.18,0.05,0.03,0.03,4.5,0.9,27.99,15834,0.71,0.18,0.05,0.03,0.03,4.5,0.9,14.99,10240,0.46,0.44,0.05,0.03,0.02,4.3,0.7,14.99,10161,0.65,0.25,0.07,0.01,0.02,4.5,0.7
19368,23.99,12712,0.63,0.22,0.02,0.06,0.07,4.3,1.4,23.99,10658,0.63,0.22,0.02,0.06,0.07,4.3,1.4,16.99,10964,0.67,0.21,0.08,0.01,0.03,4.5,0.8,16.99,14096,0.71,0.18,0.05,0.03,0.03,4.5,0.9
19369,25.99,11435,0.7,0.09,0.08,0.07,0.06,4.3,1.5,25.99,16424,0.46,0.44,0.05,0.03,0.02,4.3,0.7,14.99,11578,0.51,0.33,0.11,0.03,0.02,4.3,0.8,16.99,12911,0.79,0.1,0.01,0.01,0.09,4.5,1.4
19370,25.99,12089,0.76,0.1,0.06,0.06,0.02,4.5,1,23.99,19680,0.76,0.14,0.01,0.03,0.06,4.5,1.2,14.99,13759,0.56,0.35,0.04,0.04,0.01,4.4,0.7,14.99,14309,0.79,0.1,0.01,0.01,0.09,4.5,1.4
19371,25.99,12490,0.76,0.14,0.01,0.03,0.06,4.5,1.2,25.99,15175,0.67,0.21,0.08,0.01,0.03,4.5,0.8,14.99,11613,0.76,0.14,0.01,0.03,0.06,4.5,1.2,14.99,13255,0.58,0.24,0.11,0.03,0.04,4.3,1.1
19372,27.99,16745,0.85,0.03,0.02,0.01,0.09,4.5,1.5,25.99,18373,0.53,0.34,0.11,0.01,0.01,4.4,0.6,12.99,12397,0.77,0.1,0.07,0.01,0.05,4.5,1.1,12.99,15355,0.78,0.08,0.03,0.05,0.06,4.5,1.3
19373,25.99,19519,0.73,0.11,0.05,0.04,0.07,4.4,1.4,23.99,10142,0.51,0.33,0.11,0.03,0.02,4.3,0.8,14.99,16089,0.56,0.35,0.04,0.04,0.01,4.4,0.7,12.99,16688,0.72,0.15,0.01,0.03,0.09,4.4,1.5
19374,25.99,12365,0.73,0.11,0.05,0.04,0.07,4.4,1.4,23.99,11272,0.72,0.15,0.01,0.03,0.09,4.4,1.5,16.99,14866,0.6,0.29,0.05,0.02,0.04,4.4,0.9,12.99,11970,0.79,0.1,0.01,0.01,0.09,4.5,1.4
19375,27.99,15352,0.46,0.44,0.05,0.03,0.02,4.3,0.7,27.99,17000,0.46,0.44,0.05,0.03,0.02,4.3,0.7,14.99,10615,0.71,0.18,0.05,0.03,0.03,4.5,0.9,14.99,19459,0.51,0.33,0.11,0.03,0.02,4.3,0.8
19376,27.99,14721,0.63,0.22,0.02,0.06,0.07,4.3,1.4,25.99,16458,0.66,0.22,0.04,0.01,0.07,4.4,1.2,16.99,17028,0.79,0.1,0.01,0.01,0.09,4.5,1.4,12.99,10680,0.67,0.21,0.08,0.01,0.03,4.5,0.8
19377,25.99,11904,0.46,0.44,0.05,0.03,0.02,4.3,0.7,27.99,12494,0.57,0.33,0.05,0.02,0.03,4.4,0.8,16.99,12985,0.46,0.44,0.05,0.03,0.02,4.3,0.7,12.99,12516,0.56,0.35,0.04,0.04,0.01,4.4,0.7
19378,25.99,11539,0.6,0.29,0.05,0.02,0.04,4.4,0.9,25.99,19733,0.65,0.25,0.08,0.01,0.01,4.5,0.6,12.99,17807,0.53,0.34,0.11,0.01,0.01,4.4,0.6,16.99,11642,0.72,0.15,0.01,0.03,0.09,4.4,1.5
19379,25.99,16483,0.76,0.1,0.06,0.06,0.02,4.5,1,27.99,11435,0.72,0.15,0.01,0.03,0.09,4.4,1.5,14.99,18175,0.85,0.03,0.02,0.01,0.09,4.5,1.5,14.99,10555,0.7,0.09,0.08,0.07,0.06,4.3,1.5
19380,23.99,12785,0.53,0.34,0.11,0.01,0.01,4.4,0.6,27.99,12941,0.72,0.15,0.01,0.03,0.09,4.4,1.5,16.99,16034,0.73,0.11,0.05,0.04,0.07,4.4,1.4,16.99,10447,0.76,0.1,0.06,0.06,0.02,4.5,1
19381,23.99,13934,0.53,0.34,0.11,0.01,0.01,4.4,0.6,23.99,12534,0.7,0.09,0.08,0.07,0.06,4.3,1.5,16.99,19140,0.56,0.25,0.14,0.03,0.02,4.3,0.9,16.99,19092,0.59,0.2,0.14,0.05,0.02,4.3,1
19382,27.99,13641,0.46,0.42,0.1,0.01,0.01,4.3,0.6,23.99,19094,0.56,0.25,0.14,0.03,0.02,4.3,0.9,14.99,15538,0.6,0.29,0.05,0.02,0.04,4.4,0.9,14.99,17005,0.56,0.25,0.14,0.03,0.02,4.3,0.9
19383,27.99,12692,0.64,0.13,0.12,0.1,0.01,4.3,1.2,27.99,13580,0.76,0.1,0.06,0.06,0.02,4.5,1,16.99,12379,0.73,0.11,0.05,0.04,0.07,4.4,1.4,14.99,19464,0.79,0.1,0.01,0.01,0.09,4.5,1.4
19384,25.99,19655,0.66,0.22,0.04,0.01,0.07,4.4,1.2,25.99,19418,0.85,0.03,0.02,0.01,0.09,4.5,1.5,16.99,19209,0.78,0.08,0.03,0.05,0.06,4.5,1.3,12.99,19331,0.58,0.24,0.11,0.03,0.04,4.3,1.1
19385,27.99,19640,0.67,0.21,0.08,0.01,0.03,4.5,0.8,27.99,17163,0.46,0.44,0.05,0.03,0.02,4.3,0.7,14.99,12022,0.76,0.1,0.06,0.06,0.02,4.5,1,16.99,16579,0.72,0.15,0.01,0.03,0.09,4.4,1.5
