ID,e1_pr,e1_vol,e1_s1,e1_s2,e1_s3,e1_s4,e1_s5,e1_mean,e1_var,e2_pr,e2_vol,e2_s1,e2_s2,e2_s3,e2_s4,e2_s5,e2_mean,e2_var,b1_pr,b1_vol,b1_s1,b1_s2,b1_s3,b1_s4,b1_s5,b1_mean,b1_var,b2_pr,b2_vol,b2_s1,b2_s2,b2_s3,b2_s4,b2_s5,b2_mean,b2_var
14084,24.99,6564,0.77,0.12,0.01,0.05,0.05,4.5,1.21,24.99,14794,0.62,0.24,0.08,0.05,0.01,4.4,0.86,16.99,18165,0.66,0.19,0.07,0.04,0.04,4.4,1.09,16.99,9190,0.86,0.03,0.01,0.04,0.06,4.6,1.22
14087,26.99,14017,0.62,0.32,0.01,0.02,0.03,4.5,0.74,26.99,16551,0.82,0.05,0.02,0.01,0.1,4.5,1.5,16.99,18858,0.77,0.12,0.01,0.05,0.05,4.5,1.21,15.99,11118,0.83,0.05,0.03,0.04,0.05,4.6,1.1
14090,28.99,17565,0.77,0.12,0.01,0.05,0.05,4.5,1.21,24.99,8870,0.62,0.26,0.05,0.02,0.05,4.4,1.05,17.99,9192,0.77,0.12,0.05,0.03,0.03,4.6,0.86,16.99,7976,0.62,0.24,0.08,0.05,0.01,4.4,0.86
14093,28.99,16523,0.65,0.22,0.05,0.05,0.03,4.4,0.99,28.99,8960,0.82,0.09,0.01,0.03,0.05,4.6,1,15.99,13588,0.82,0.03,0.04,0.05,0.06,4.5,1.36,17.99,19047,0.76,0.08,0.02,0.06,0.08,4.4,1.54
14095,28.99,16806,0.61,0.26,0.08,0.04,0.01,4.4,0.8,28.99,17461,0.65,0.19,0.11,0.03,0.02,4.4,0.91,16.99,10374,0.82,0.09,0.01,0.03,0.05,4.6,1,15.99,19660,0.73,0.16,0.04,0.01,0.06,4.5,1.1
14110,24.99,18168,0.66,0.19,0.07,0.04,0.04,4.4,1.09,26.99,15003,0.72,0.15,0.07,0.02,0.04,4.5,1.02,17.99,12186,0.76,0.08,0.04,0.02,0.1,4.4,1.64,17.99,7053,0.71,0.12,0.12,0.04,0.01,4.5,0.85
14115,28.99,5902,0.65,0.25,0.07,0.01,0.02,4.5,0.67,28.99,15193,0.66,0.19,0.07,0.04,0.04,4.4,1.09,15.99,13968,0.68,0.19,0.04,0.02,0.07,4.4,1.27,17.99,11123,0.77,0.11,0.07,0.04,0.01,4.6,0.74
14123,24.99,13660,0.69,0.14,0.14,0.02,0.01,4.5,0.77,28.99,12977,0.83,0.05,0.05,0.03,0.04,4.6,1.04,17.99,10802,0.66,0.19,0.07,0.04,0.04,4.4,1.09,15.99,5618,0.82,0.07,0.04,0.03,0.04,4.6,0.97
14125,24.99,7345,0.7,0.18,0.06,0.05,0.01,4.5,0.81,28.99,14090,0.77,0.13,0.06,0.03,0.01,4.6,0.68,16.99,7050,0.71,0.23,0.03,0.02,0.01,4.6,0.53,15.99,11168,0.7,0.2,0.05,0.01,0.04,4.5,0.9
14128,24.99,10647,0.62,0.24,0.08,0.05,0.01,4.4,0.86,26.99,16823,0.71,0.17,0.01,0.02,0.09,4.4,1.43,15.99,12902,0.61,0.26,0.08,0.04,0.01,4.4,0.8,17.99,8981,0.82,0.03,0.04,0.05,0.06,4.5,1.36
14131,24.99,8386,0.74,0.1,0.07,0.02,0.07,4.4,1.36,28.99,15442,0.62,0.32,0.01,0.02,0.03,4.5,0.74,15.99,5566,0.77,0.12,0.05,0.03,0.03,4.6,0.86,17.99,12065,0.72,0.18,0.07,0.02,0.01,4.6,0.62
14138,26.99,17809,0.82,0.07,0.04,0.03,0.04,4.6,0.97,24.99,8593,0.75,0.18,0.03,0.01,0.03,4.6,0.71,15.99,17429,0.72,0.13,0.11,0.01,0.03,4.5,0.87,17.99,7521,0.72,0.18,0.07,0.02,0.01,4.6,0.62
14149,26.99,7706,0.82,0.04,0.04,0.02,0.08,4.5,1.43,28.99,11770,0.75,0.12,0.1,0.02,0.01,4.6,0.65,15.99,7393,0.65,0.25,0.07,0.01,0.02,4.5,0.67,16.99,17061,0.82,0.07,0.04,0.03,0.04,4.6,0.97
14151,26.99,15990,0.72,0.18,0.07,0.02,0.01,4.6,0.62,26.99,19344,0.82,0.07,0.04,0.03,0.04,4.6,0.97,16.99,10525,0.77,0.12,0.01,0.05,0.05,4.5,1.21,15.99,6075,0.65,0.19,0.11,0.03,0.02,4.4,0.91
14152,24.99,19813,0.64,0.26,0.02,0.01,0.07,4.4,1.15,28.99,9538,0.82,0.04,0.04,0.02,0.08,4.5,1.43,15.99,9708,0.72,0.13,0.11,0.01,0.03,4.5,0.87,16.99,17542,0.83,0.05,0.05,0.03,0.04,4.6,1.04
14153,24.99,16360,0.82,0.01,0.01,0.07,0.09,4.4,1.74,28.99,15928,0.73,0.16,0.04,0.01,0.06,4.5,1.1,15.99,6708,0.77,0.11,0.07,0.04,0.01,4.6,0.74,17.99,13046,0.72,0.13,0.11,0.01,0.03,4.5,0.87
14155,28.99,19258,0.76,0.08,0.02,0.06,0.08,4.4,1.54,28.99,18168,0.71,0.17,0.01,0.02,0.09,4.4,1.43,15.99,10191,0.71,0.12,0.12,0.04,0.01,4.5,0.85,17.99,10226,0.83,0.05,0.03,0.04,0.05,4.6,1.1
14169,26.99,8354,0.86,0.03,0.01,0.04,0.06,4.6,1.22,28.99,15183,0.82,0.04,0.04,0.02,0.08,4.5,1.43,16.99,14649,0.6,0.32,0.01,0.03,0.04,4.4,0.95,17.99,18825,0.82,0.05,0.02,0.01,0.1,4.5,1.5
14170,28.99,8835,0.81,0.08,0.06,0.01,0.04,4.6,0.93,28.99,15082,0.66,0.22,0.09,0.02,0.01,4.5,0.7,16.99,14266,0.83,0.05,0.05,0.03,0.04,4.6,1.04,15.99,13144,0.7,0.18,0.06,0.05,0.01,4.5,0.81
14180,26.99,7362,0.76,0.08,0.04,0.02,0.1,4.4,1.64,28.99,18716,0.74,0.14,0.05,0.03,0.04,4.5,1.06,17.99,18804,0.64,0.24,0.1,0.01,0.01,4.5,0.61,16.99,10869,0.77,0.13,0.06,0.03,0.01,4.6,0.68
14182,26.99,15877,0.65,0.22,0.05,0.05,0.03,4.4,0.99,26.99,6032,0.72,0.15,0.07,0.02,0.04,4.5,1.02,15.99,7476,0.69,0.14,0.14,0.02,0.01,4.5,0.77,16.99,13057,0.82,0.01,0.01,0.07,0.09,4.4,1.74
14188,28.99,13316,0.61,0.26,0.08,0.04,0.01,4.4,0.8,28.99,14783,0.76,0.08,0.02,0.06,0.08,4.4,1.54,16.99,14397,0.77,0.12,0.01,0.05,0.05,4.5,1.21,15.99,14433,0.66,0.19,0.07,0.04,0.04,4.4,1.09
14190,24.99,12042,0.6,0.28,0.08,0.02,0.02,4.4,0.76,26.99,16672,0.75,0.12,0.1,0.02,0.01,4.6,0.65,17.99,5899,0.52,0.4,0.03,0.03,0.02,4.4,0.66,17.99,10653,0.68,0.18,0.05,0.03,0.06,4.4,1.22
14196,28.99,11084,0.71,0.23,0.03,0.02,0.01,4.6,0.53,28.99,6875,0.75,0.17,0.03,0.02,0.03,4.6,0.79,15.99,19574,0.68,0.18,0.05,0.03,0.06,4.4,1.22,17.99,17059,0.83,0.07,0.01,0.02,0.07,4.6,1.19
14199,26.99,11363,0.82,0.07,0.04,0.03,0.04,4.6,0.97,26.99,9845,0.83,0.05,0.03,0.04,0.05,4.6,1.1,15.99,9084,0.66,0.19,0.07,0.04,0.04,4.4,1.09,17.99,12059,0.75,0.18,0.03,0.01,0.03,4.6,0.71
14201,26.99,18082,0.76,0.08,0.02,0.06,0.08,4.4,1.54,28.99,14309,0.7,0.18,0.06,0.05,0.01,4.5,0.81,17.99,16105,0.78,0.07,0.06,0.05,0.04,4.5,1.15,16.99,6266,0.65,0.25,0.07,0.01,0.02,4.5,0.67
14206,26.99,15770,0.66,0.22,0.09,0.02,0.01,4.5,0.7,24.99,6534,0.72,0.14,0.07,0.04,0.03,4.5,0.98,16.99,7808,0.86,0.03,0.01,0.04,0.06,4.6,1.22,16.99,17372,0.72,0.15,0.07,0.02,0.04,4.5,1.02
14216,26.99,14683,0.86,0.03,0.01,0.04,0.06,4.6,1.22,24.99,11215,0.65,0.19,0.11,0.03,0.02,4.4,0.91,17.99,12241,0.68,0.18,0.05,0.03,0.06,4.4,1.22,16.99,5091,0.69,0.2,0.01,0.03,0.07,4.4,1.31
14217,28.99,18496,0.64,0.26,0.02,0.01,0.07,4.4,1.15,26.99,10111,0.75,0.18,0.03,0.01,0.03,4.6,0.71,17.99,5727,0.77,0.13,0.01,0.01,0.08,4.5,1.29,17.99,19567,0.73,0.15,0.01,0.02,0.09,4.4,1.49
14220,26.99,12066,0.81,0.08,0.06,0.01,0.04,4.6,0.93,24.99,11181,0.76,0.08,0.02,0.06,0.08,4.4,1.54,17.99,6283,0.86,0.03,0.01,0.04,0.06,4.6,1.22,16.99,12139,0.65,0.19,0.11,0.03,0.02,4.4,0.91
14223,28.99,10443,0.78,0.15,0.02,0.01,0.04,4.6,0.89,26.99,5098,0.76,0.08,0.04,0.02,0.1,4.4,1.64,15.99,10706,0.62,0.27,0.04,0.02,0.05,4.4,1.02,17.99,11677,0.82,0.05,0.02,0.01,0.1,4.5,1.5
14230,24.99,8832,0.71,0.12,0.12,0.04,0.01,4.5,0.85,26.99,19924,0.82,0.09,0.01,0.03,0.05,4.6,1,15.99,6701,0.81,0.08,0.06,0.01,0.04,4.6,0.93,17.99,18092,0.82,0.09,0.01,0.03,0.05,4.6,1
14231,26.99,5857,0.81,0.08,0.06,0.01,0.04,4.6,0.93,26.99,14721,0.71,0.12,0.12,0.04,0.01,4.5,0.85,16.99,8353,0.66,0.22,0.09,0.02,0.01,4.5,0.7,15.99,12735,0.65,0.22,0.05,0.05,0.03,4.4,0.99
14237,28.99,11432,0.82,0.04,0.04,0.02,0.08,4.5,1.43,24.99,14252,0.66,0.19,0.07,0.04,0.04,4.4,1.09,17.99,9741,0.77,0.12,0.05,0.03,0.03,4.6,0.86,15.99,10520,0.73,0.15,0.01,0.02,0.09,4.4,1.49
14238,28.99,5347,0.72,0.18,0.07,0.02,0.01,4.6,0.62,26.99,5881,0.68,0.19,0.04,0.02,0.07,4.4,1.27,17.99,9029,0.72,0.18,0.07,0.02,0.01,4.6,0.62,16.99,11216,0.69,0.14,0.14,0.02,0.01,4.5,0.77
14248,24.99,18284,0.64,0.26,0.02,0.01,0.07,4.4,1.15,28.99,12387,0.62,0.32,0.01,0.02,0.03,4.5,0.74,15.99,5500,0.75,0.18,0.03,0.01,0.03,4.6,0.71,16.99,14285,0.83,0.05,0.05,0.03,0.04,4.6,1.04
14252,28.99,7987,0.72,0.18,0.07,0.02,0.01,4.6,0.62,24.99,16399,0.7,0.18,0.06,0.05,0.01,4.5,0.81,17.99,15692,0.77,0.12,0.01,0.05,0.05,4.5,1.21,15.99,13253,0.73,0.15,0.01,0.02,0.09,4.4,1.49
14262,24.99,7186,0.78,0.07,0.06,0.05,0.04,4.5,1.15,26.99,8526,0.83,0.05,0.05,0.03,0.04,4.6,1.04,17.99,5955,0.73,0.19,0.04,0.03,0.01,4.6,0.58,16.99,14793,0.78,0.07,0.06,0.05,0.04,4.5,1.15
14275,28.99,19961,0.69,0.2,0.01,0.03,0.07,4.4,1.31,24.99,14436,0.77,0.11,0.07,0.04,0.01,4.6,0.74,15.99,17749,0.72,0.14,0.07,0.04,0.03,4.5,0.98,15.99,12211,0.83,0.07,0.01,0.02,0.07,4.6,1.19
14291,24.99,19888,0.65,0.19,0.11,0.03,0.02,4.4,0.91,26.99,18517,0.69,0.14,0.14,0.02,0.01,4.5,0.77,17.99,18149,0.62,0.27,0.04,0.02,0.05,4.4,1.02,17.99,8138,0.82,0.04,0.04,0.02,0.08,4.5,1.43
14294,26.99,11270,0.82,0.04,0.04,0.02,0.08,4.5,1.43,24.99,10765,0.65,0.22,0.05,0.05,0.03,4.4,0.99,17.99,9654,0.83,0.05,0.03,0.04,0.05,4.6,1.1,17.99,18726,0.68,0.18,0.05,0.03,0.06,4.4,1.22
14296,28.99,15339,0.72,0.18,0.07,0.02,0.01,4.6,0.62,24.99,6190,0.75,0.18,0.03,0.01,0.03,4.6,0.71,15.99,7447,0.78,0.15,0.02,0.01,0.04,4.6,0.89,17.99,14055,0.68,0.19,0.04,0.02,0.07,4.4,1.27
14300,28.99,8065,0.75,0.17,0.03,0.02,0.03,4.6,0.79,26.99,7959,0.77,0.12,0.01,0.05,0.05,4.5,1.21,16.99,5744,0.83,0.05,0.03,0.04,0.05,4.6,1.1,17.99,16062,0.68,0.19,0.04,0.02,0.07,4.4,1.27
14307,28.99,9243,0.81,0.08,0.06,0.01,0.04,4.6,0.93,26.99,15256,0.82,0.04,0.04,0.02,0.08,4.5,1.43,16.99,6385,0.75,0.18,0.01,0.03,0.03,4.6,0.81,15.99,17444,0.82,0.04,0.04,0.02,0.08,4.5,1.43
14312,24.99,12138,0.6,0.32,0.01,0.03,0.04,4.4,0.95,28.99,18032,0.75,0.18,0.03,0.01,0.03,4.6,0.71,16.99,5422,0.72,0.14,0.07,0.04,0.03,4.5,0.98,16.99,13258,0.52,0.4,0.03,0.03,0.02,4.4,0.66
14323,24.99,15467,0.69,0.18,0.07,0.02,0.04,4.5,0.93,28.99,10585,0.72,0.18,0.07,0.02,0.01,4.6,0.62,17.99,19445,0.82,0.01,0.01,0.07,0.09,4.4,1.74,17.99,19123,0.73,0.15,0.01,0.02,0.09,4.4,1.49
14338,26.99,10556,0.62,0.24,0.08,0.05,0.01,4.4,0.86,24.99,5019,0.62,0.26,0.05,0.02,0.05,4.4,1.05,15.99,15926,0.74,0.14,0.05,0.03,0.04,4.5,1.06,15.99,6643,0.73,0.19,0.04,0.03,0.01,4.6,0.58
14343,24.99,5166,0.72,0.13,0.11,0.01,0.03,4.5,0.87,24.99,18987,0.62,0.24,0.08,0.05,0.01,4.4,0.86,16.99,9741,0.82,0.07,0.04,0.03,0.04,4.6,0.97,15.99,6420,0.72,0.14,0.07,0.04,0.03,4.5,0.98
14347,26.99,11153,0.64,0.26,0.02,0.01,0.07,4.4,1.15,26.99,13963,0.68,0.18,0.05,0.03,0.06,4.4,1.22,16.99,8247,0.77,0.13,0.05,0.02,0.03,4.6,0.84,15.99,15045,0.7,0.18,0.06,0.05,0.01,4.5,0.81
14352,26.99,13508,0.71,0.23,0.03,0.02,0.01,4.6,0.53,24.99,14457,0.82,0.04,0.04,0.02,0.08,4.5,1.43,15.99,17803,0.77,0.13,0.01,0.01,0.08,4.5,1.29,16.99,17767,0.77,0.13,0.06,0.03,0.01,4.6,0.68
14357,24.99,8912,0.72,0.15,0.07,0.02,0.04,4.5,1.02,28.99,14333,0.65,0.22,0.05,0.05,0.03,4.4,0.99,17.99,16152,0.68,0.18,0.05,0.03,0.06,4.4,1.22,17.99,8341,0.65,0.25,0.07,0.01,0.02,4.5,0.67
14359,26.99,7800,0.74,0.18,0.02,0.03,0.03,4.6,0.77,28.99,16881,0.6,0.32,0.01,0.03,0.04,4.4,0.95,17.99,18543,0.83,0.05,0.05,0.03,0.04,4.6,1.04,16.99,11007,0.6,0.28,0.08,0.02,0.02,4.4,0.76
14363,24.99,8641,0.82,0.05,0.02,0.01,0.1,4.5,1.5,26.99,13125,0.75,0.17,0.03,0.02,0.03,4.6,0.79,16.99,6755,0.82,0.04,0.04,0.02,0.08,4.5,1.43,17.99,14981,0.82,0.05,0.02,0.01,0.1,4.5,1.5
14368,24.99,14052,0.82,0.09,0.01,0.03,0.05,4.6,1,24.99,14023,0.72,0.18,0.07,0.02,0.01,4.6,0.62,15.99,16462,0.78,0.07,0.06,0.05,0.04,4.5,1.15,16.99,13057,0.72,0.18,0.07,0.02,0.01,4.6,0.62
14375,24.99,14012,0.82,0.01,0.01,0.07,0.09,4.4,1.74,24.99,8454,0.86,0.03,0.01,0.04,0.06,4.6,1.22,15.99,13410,0.68,0.19,0.04,0.02,0.07,4.4,1.27,17.99,7784,0.77,0.13,0.01,0.01,0.08,4.5,1.29
14376,26.99,17641,0.77,0.12,0.05,0.03,0.03,4.6,0.86,26.99,12854,0.82,0.07,0.04,0.03,0.04,4.6,0.97,15.99,15644,0.68,0.18,0.05,0.03,0.06,4.4,1.22,15.99,17792,0.76,0.08,0.02,0.06,0.08,4.4,1.54
14387,28.99,15723,0.71,0.12,0.12,0.04,0.01,4.5,0.85,26.99,6671,0.78,0.07,0.06,0.05,0.04,4.5,1.15,17.99,15013,0.77,0.13,0.05,0.02,0.03,4.6,0.84,15.99,15368,0.68,0.18,0.05,0.03,0.06,4.4,1.22
14388,24.99,11248,0.74,0.1,0.07,0.02,0.07,4.4,1.36,28.99,16513,0.72,0.18,0.07,0.02,0.01,4.6,0.62,17.99,6803,0.83,0.07,0.01,0.02,0.07,4.6,1.19,15.99,16024,0.76,0.08,0.02,0.06,0.08,4.4,1.54
14390,24.99,11928,0.78,0.07,0.06,0.05,0.04,4.5,1.15,24.99,19017,0.61,0.26,0.08,0.04,0.01,4.4,0.8,16.99,9068,0.69,0.2,0.01,0.03,0.07,4.4,1.31,17.99,18507,0.62,0.27,0.04,0.02,0.05,4.4,1.02
14391,28.99,6699,0.78,0.15,0.02,0.01,0.04,4.6,0.89,24.99,17272,0.64,0.26,0.02,0.01,0.07,4.4,1.15,16.99,11783,0.52,0.4,0.03,0.03,0.02,4.4,0.66,17.99,18251,0.69,0.18,0.07,0.02,0.04,4.5,0.93
14393,24.99,7224,0.71,0.23,0.03,0.02,0.01,4.6,0.53,26.99,19552,0.77,0.13,0.01,0.01,0.08,4.5,1.29,16.99,9944,0.62,0.32,0.01,0.02,0.03,4.5,0.74,16.99,9702,0.71,0.12,0.12,0.04,0.01,4.5,0.85
14406,26.99,14308,0.65,0.25,0.07,0.01,0.02,4.5,0.67,28.99,19840,0.66,0.19,0.07,0.04,0.04,4.4,1.09,17.99,19708,0.77,0.13,0.05,0.02,0.03,4.6,0.84,16.99,9623,0.64,0.26,0.02,0.01,0.07,4.4,1.15
14407,28.99,15776,0.86,0.03,0.01,0.04,0.06,4.6,1.22,24.99,19687,0.7,0.2,0.05,0.01,0.04,4.5,0.9,17.99,8115,0.62,0.26,0.05,0.02,0.05,4.4,1.05,17.99,11679,0.76,0.08,0.04,0.02,0.1,4.4,1.64
14415,28.99,11470,0.72,0.18,0.07,0.02,0.01,4.6,0.62,24.99,7095,0.72,0.15,0.07,0.02,0.04,4.5,1.02,15.99,8869,0.62,0.27,0.04,0.02,0.05,4.4,1.02,16.99,17420,0.64,0.26,0.02,0.01,0.07,4.4,1.15
14418,24.99,17171,0.66,0.19,0.07,0.04,0.04,4.4,1.09,24.99,8104,0.73,0.19,0.04,0.03,0.01,4.6,0.58,16.99,12339,0.72,0.18,0.07,0.02,0.01,4.6,0.62,16.99,17037,0.77,0.13,0.05,0.02,0.03,4.6,0.84
14421,28.99,10605,0.71,0.23,0.03,0.02,0.01,4.6,0.53,26.99,6699,0.78,0.07,0.06,0.05,0.04,4.5,1.15,17.99,16532,0.72,0.13,0.11,0.01,0.03,4.5,0.87,16.99,5505,0.72,0.15,0.07,0.02,0.04,4.5,1.02
14428,28.99,11881,0.77,0.11,0.07,0.04,0.01,4.6,0.74,24.99,15824,0.82,0.01,0.01,0.07,0.09,4.4,1.74,15.99,6020,0.71,0.17,0.01,0.02,0.09,4.4,1.43,15.99,10203,0.62,0.26,0.05,0.02,0.05,4.4,1.05
14432,26.99,7955,0.83,0.05,0.05,0.03,0.04,4.6,1.04,26.99,13627,0.82,0.01,0.01,0.07,0.09,4.4,1.74,16.99,11961,0.62,0.32,0.01,0.02,0.03,4.5,0.74,17.99,9133,0.81,0.08,0.06,0.01,0.04,4.6,0.93
14438,26.99,12821,0.62,0.32,0.01,0.02,0.03,4.5,0.74,26.99,13706,0.64,0.24,0.1,0.01,0.01,4.5,0.61,17.99,19646,0.83,0.07,0.01,0.02,0.07,4.6,1.19,15.99,10903,0.78,0.15,0.02,0.01,0.04,4.6,0.89
14439,28.99,16260,0.75,0.12,0.1,0.02,0.01,4.6,0.65,24.99,5510,0.7,0.2,0.05,0.01,0.04,4.5,0.9,16.99,8440,0.72,0.18,0.07,0.02,0.01,4.6,0.62,16.99,7068,0.75,0.17,0.03,0.02,0.03,4.6,0.79
14450,28.99,17240,0.83,0.05,0.05,0.03,0.04,4.6,1.04,24.99,17940,0.69,0.18,0.07,0.02,0.04,4.5,0.93,17.99,7442,0.72,0.18,0.07,0.02,0.01,4.6,0.62,15.99,7847,0.6,0.28,0.08,0.02,0.02,4.4,0.76
14458,28.99,18738,0.77,0.13,0.01,0.01,0.08,4.5,1.29,24.99,5435,0.82,0.03,0.04,0.05,0.06,4.5,1.36,17.99,13882,0.71,0.12,0.12,0.04,0.01,4.5,0.85,15.99,5271,0.78,0.07,0.06,0.05,0.04,4.5,1.15
14467,26.99,6840,0.77,0.12,0.05,0.03,0.03,4.6,0.86,24.99,10120,0.72,0.14,0.07,0.04,0.03,4.5,0.98,16.99,9248,0.77,0.13,0.05,0.02,0.03,4.6,0.84,16.99,9397,0.72,0.18,0.07,0.02,0.01,4.6,0.62
14468,26.99,16087,0.86,0.03,0.01,0.04,0.06,4.6,1.22,24.99,18728,0.76,0.08,0.02,0.06,0.08,4.4,1.54,16.99,13339,0.65,0.22,0.05,0.05,0.03,4.4,0.99,16.99,8271,0.81,0.08,0.06,0.01,0.04,4.6,0.93
14472,24.99,9261,0.82,0.09,0.01,0.03,0.05,4.6,1,28.99,16826,0.69,0.18,0.07,0.02,0.04,4.5,0.93,16.99,6140,0.74,0.14,0.05,0.03,0.04,4.5,1.06,17.99,5114,0.83,0.05,0.05,0.03,0.04,4.6,1.04
14479,26.99,14428,0.74,0.14,0.05,0.03,0.04,4.5,1.06,28.99,8275,0.71,0.23,0.03,0.02,0.01,4.6,0.53,15.99,5851,0.71,0.12,0.12,0.04,0.01,4.5,0.85,17.99,15979,0.82,0.03,0.04,0.05,0.06,4.5,1.36
14484,28.99,8943,0.6,0.28,0.08,0.02,0.02,4.4,0.76,28.99,11111,0.62,0.24,0.08,0.05,0.01,4.4,0.86,17.99,18123,0.82,0.09,0.01,0.03,0.05,4.6,1,15.99,17883,0.62,0.32,0.01,0.02,0.03,4.5,0.74
14487,28.99,11490,0.81,0.08,0.06,0.01,0.04,4.6,0.93,26.99,16596,0.68,0.18,0.05,0.03,0.06,4.4,1.22,16.99,9409,0.77,0.11,0.07,0.04,0.01,4.6,0.74,15.99,11006,0.64,0.24,0.1,0.01,0.01,4.5,0.61
14488,26.99,7035,0.72,0.18,0.07,0.02,0.01,4.6,0.62,24.99,17736,0.78,0.07,0.06,0.05,0.04,4.5,1.15,17.99,18134,0.77,0.13,0.06,0.03,0.01,4.6,0.68,15.99,5929,0.65,0.19,0.11,0.03,0.02,4.4,0.91
14495,26.99,10135,0.65,0.25,0.07,0.01,0.02,4.5,0.67,26.99,7996,0.62,0.32,0.01,0.02,0.03,4.5,0.74,17.99,12524,0.74,0.18,0.02,0.03,0.03,4.6,0.77,15.99,19402,0.52,0.4,0.03,0.03,0.02,4.4,0.66
14505,26.99,10135,0.82,0.01,0.01,0.07,0.09,4.4,1.74,26.99,9376,0.74,0.1,0.07,0.02,0.07,4.4,1.36,15.99,10632,0.75,0.12,0.1,0.02,0.01,4.6,0.65,15.99,12757,0.74,0.18,0.02,0.03,0.03,4.6,0.77
14509,28.99,13799,0.77,0.12,0.01,0.05,0.05,4.5,1.21,24.99,14319,0.62,0.27,0.04,0.02,0.05,4.4,1.02,15.99,7361,0.74,0.18,0.02,0.03,0.03,4.6,0.77,17.99,13889,0.62,0.24,0.08,0.05,0.01,4.4,0.86
14518,26.99,9324,0.78,0.15,0.02,0.01,0.04,4.6,0.89,26.99,9776,0.72,0.18,0.07,0.02,0.01,4.6,0.62,16.99,16280,0.82,0.04,0.04,0.02,0.08,4.5,1.43,15.99,9777,0.72,0.13,0.11,0.01,0.03,4.5,0.87
14520,24.99,9947,0.71,0.17,0.01,0.02,0.09,4.4,1.43,26.99,18688,0.65,0.19,0.11,0.03,0.02,4.4,0.91,16.99,7638,0.62,0.32,0.01,0.02,0.03,4.5,0.74,16.99,13114,0.73,0.15,0.01,0.02,0.09,4.4,1.49
14529,24.99,5661,0.75,0.12,0.1,0.02,0.01,4.6,0.65,26.99,11417,0.77,0.12,0.01,0.05,0.05,4.5,1.21,16.99,7132,0.71,0.23,0.03,0.02,0.01,4.6,0.53,16.99,11918,0.74,0.18,0.02,0.03,0.03,4.6,0.77
14530,26.99,9276,0.62,0.27,0.04,0.02,0.05,4.4,1.02,28.99,19598,0.74,0.14,0.05,0.03,0.04,4.5,1.06,16.99,11561,0.76,0.08,0.04,0.02,0.1,4.4,1.64,17.99,8810,0.77,0.13,0.01,0.01,0.08,4.5,1.29
14531,24.99,12590,0.69,0.2,0.01,0.03,0.07,4.4,1.31,28.99,17839,0.82,0.09,0.01,0.03,0.05,4.6,1,16.99,6179,0.77,0.11,0.07,0.04,0.01,4.6,0.74,15.99,10398,0.52,0.4,0.03,0.03,0.02,4.4,0.66
14534,26.99,14212,0.64,0.24,0.1,0.01,0.01,4.5,0.61,26.99,14962,0.71,0.12,0.12,0.04,0.01,4.5,0.85,15.99,18934,0.74,0.14,0.05,0.03,0.04,4.5,1.06,17.99,19779,0.77,0.12,0.05,0.03,0.03,4.6,0.86
14539,24.99,13602,0.82,0.01,0.01,0.07,0.09,4.4,1.74,26.99,5701,0.77,0.13,0.01,0.01,0.08,4.5,1.29,16.99,7273,0.65,0.25,0.07,0.01,0.02,4.5,0.67,15.99,11566,0.76,0.08,0.02,0.06,0.08,4.4,1.54
14548,24.99,7979,0.6,0.32,0.01,0.03,0.04,4.4,0.95,28.99,13214,0.72,0.18,0.07,0.02,0.01,4.6,0.62,17.99,16189,0.71,0.12,0.12,0.04,0.01,4.5,0.85,17.99,14580,0.82,0.05,0.02,0.01,0.1,4.5,1.5
14550,28.99,15033,0.76,0.08,0.02,0.06,0.08,4.4,1.54,28.99,5930,0.7,0.2,0.05,0.01,0.04,4.5,0.9,16.99,9285,0.77,0.13,0.05,0.02,0.03,4.6,0.84,16.99,6071,0.81,0.08,0.06,0.01,0.04,4.6,0.93
14551,26.99,17203,0.76,0.08,0.02,0.06,0.08,4.4,1.54,24.99,5457,0.69,0.14,0.14,0.02,0.01,4.5,0.77,15.99,13901,0.64,0.26,0.02,0.01,0.07,4.4,1.15,16.99,8841,0.7,0.18,0.06,0.05,0.01,4.5,0.81
14554,28.99,17484,0.62,0.32,0.01,0.02,0.03,4.5,0.74,24.99,12018,0.74,0.18,0.02,0.03,0.03,4.6,0.77,15.99,16938,0.72,0.13,0.11,0.01,0.03,4.5,0.87,17.99,7579,0.77,0.13,0.05,0.02,0.03,4.6,0.84
14555,24.99,18960,0.72,0.14,0.07,0.04,0.03,4.5,0.98,24.99,13765,0.75,0.17,0.03,0.02,0.03,4.6,0.79,16.99,6847,0.77,0.12,0.05,0.03,0.03,4.6,0.86,17.99,15908,0.62,0.27,0.04,0.02,0.05,4.4,1.02
14558,28.99,18971,0.65,0.22,0.05,0.05,0.03,4.4,0.99,28.99,5573,0.72,0.18,0.07,0.02,0.01,4.6,0.62,17.99,17598,0.82,0.01,0.01,0.07,0.09,4.4,1.74,15.99,7537,0.82,0.05,0.02,0.01,0.1,4.5,1.5
14559,26.99,5398,0.75,0.12,0.1,0.02,0.01,4.6,0.65,26.99,14172,0.7,0.18,0.06,0.05,0.01,4.5,0.81,15.99,8725,0.64,0.24,0.1,0.01,0.01,4.5,0.61,17.99,18001,0.76,0.08,0.04,0.02,0.1,4.4,1.64
