"","e1_pr","e1_vol","e1_s1","e1_s2","e1_s3","e1_s4","e1_s5","e1_mean","e1_var","e2_pr","e2_vol","e2_s1","e2_s2","e2_s3","e2_s4","e2_s5","e2_mean","e2_var","b1_pr","b1_vol","b1_s1","b1_s2","b1_s3","b1_s4","b1_s5","b1_mean","b1_var","b2_pr","b2_vol","b2_s1","b2_s2","b2_s3","b2_s4","b2_s5","b2_mean","b2_var"
"7488",28.99,13071,0.66,0.2,0.11,0.02,0.01,4.5,0.69,26.99,16405,0.82,0.06,0.04,0.04,0.04,4.6,1,14.99,9666,0.84,0.07,0.01,0.04,0.04,4.6,1.01,16.99,11236,0.7,0.2,0.03,0.03,0.04,4.5,1.01
"7489",24.99,12196,0.77,0.11,0.03,0.02,0.07,4.5,1.3,26.99,15162,0.84,0.07,0.01,0.04,0.04,4.6,1.01,18.99,8239,0.66,0.26,0.04,0.02,0.02,4.5,0.71,18.99,10812,0.87,0.02,0.02,0.01,0.08,4.6,1.32
"7490",28.99,8798,0.73,0.19,0.04,0.01,0.03,4.6,0.72,24.99,6032,0.75,0.1,0.07,0.06,0.02,4.5,0.99,16.99,7827,0.65,0.23,0.09,0.02,0.01,4.5,0.69,16.99,6855,0.75,0.12,0.07,0.02,0.04,4.5,1.02
"7491",24.99,12228,0.55,0.35,0.07,0.01,0.02,4.4,0.7,24.99,10200,0.75,0.12,0.08,0.04,0.01,4.6,0.69,18.99,19892,0.87,0.02,0.02,0.01,0.08,4.6,1.32,14.99,6002,0.66,0.26,0.04,0.02,0.02,4.5,0.71
"7492",26.99,14339,0.77,0.11,0.03,0.01,0.08,4.5,1.28,26.99,10344,0.62,0.31,0.03,0.01,0.03,4.5,0.69,18.99,14747,0.87,0.02,0.02,0.01,0.08,4.6,1.29,14.99,13300,0.71,0.16,0.05,0.01,0.07,4.4,1.3
"7493",26.99,13083,0.55,0.33,0.09,0.01,0.02,4.4,0.72,26.99,10541,0.54,0.41,0.01,0.01,0.03,4.4,0.69,16.99,11875,0.6,0.31,0.01,0.03,0.05,4.4,0.99,14.99,17759,0.81,0.1,0.02,0.02,0.05,4.6,0.99
"7494",26.99,13630,0.82,0.06,0.04,0.04,0.04,4.6,1,24.99,13623,0.71,0.19,0.03,0.03,0.04,4.5,1.01,16.99,9139,0.64,0.24,0.05,0.03,0.04,4.4,1,18.99,19646,0.75,0.1,0.07,0.06,0.02,4.5,0.99
"7495",26.99,14177,0.88,0.01,0.01,0.03,0.07,4.6,1.28,26.99,5885,0.61,0.3,0.01,0.04,0.04,4.4,1.01,16.99,6148,0.69,0.17,0.04,0.04,0.06,4.4,1.3,16.99,8428,0.7,0.2,0.03,0.03,0.04,4.5,1.01
"7496",28.99,14704,0.75,0.1,0.07,0.06,0.02,4.5,0.99,26.99,9385,0.63,0.32,0.01,0.01,0.03,4.5,0.69,16.99,6345,0.72,0.13,0.07,0.05,0.03,4.5,0.99,18.99,5766,0.57,0.32,0.07,0.03,0.01,4.4,0.7
"7497",28.99,7201,0.73,0.18,0.04,0.03,0.02,4.6,0.69,28.99,17832,0.62,0.32,0.02,0.02,0.02,4.5,0.68,14.99,11783,0.77,0.11,0.01,0.05,0.06,4.5,1.29,14.99,11145,0.77,0.11,0.03,0.01,0.08,4.5,1.28
"7498",26.99,17368,0.77,0.11,0.03,0.01,0.08,4.5,1.31,28.99,7269,0.79,0.13,0.01,0.01,0.06,4.6,1,14.99,18650,0.73,0.1,0.09,0.01,0.07,4.4,1.3,16.99,11626,0.75,0.12,0.08,0.04,0.01,4.6,0.69
"7499",24.99,15207,0.65,0.23,0.09,0.02,0.01,4.5,0.69,24.99,7409,0.6,0.31,0.01,0.03,0.05,4.4,0.99,16.99,8826,0.73,0.1,0.09,0.01,0.07,4.4,1.3,18.99,10691,0.76,0.13,0.08,0.01,0.02,4.6,0.68
"7500",24.99,15661,0.8,0.08,0.01,0.05,0.06,4.5,1.3,28.99,15937,0.81,0.1,0.02,0.02,0.05,4.6,0.99,16.99,11109,0.67,0.17,0.1,0.02,0.04,4.4,1.01,18.99,5003,0.8,0.09,0.02,0.02,0.07,4.5,1.29
"7501",26.99,14565,0.82,0.06,0.04,0.04,0.04,4.6,1,28.99,11580,0.75,0.12,0.07,0.02,0.04,4.5,1.02,16.99,17267,0.75,0.1,0.07,0.06,0.02,4.5,0.99,14.99,18242,0.85,0.05,0.01,0.01,0.08,4.6,1.3
"7502",24.99,15684,0.65,0.22,0.06,0.03,0.04,4.4,0.99,26.99,11576,0.72,0.12,0.08,0.01,0.07,4.4,1.28,16.99,7080,0.75,0.1,0.07,0.06,0.02,4.5,0.99,18.99,13364,0.65,0.22,0.06,0.03,0.04,4.4,0.99
"7503",26.99,14626,0.6,0.31,0.01,0.03,0.05,4.4,0.99,28.99,16895,0.79,0.13,0.01,0.01,0.06,4.6,1,18.99,18755,0.61,0.23,0.14,0.01,0.01,4.4,0.71,14.99,6805,0.56,0.32,0.09,0.02,0.01,4.4,0.68
"7504",24.99,12318,0.8,0.11,0.02,0.01,0.06,4.6,1.01,28.99,10469,0.77,0.11,0.03,0.01,0.08,4.5,1.28,18.99,7632,0.69,0.15,0.08,0.02,0.06,4.4,1.28,14.99,19724,0.73,0.1,0.09,0.01,0.07,4.4,1.3
"7505",28.99,8893,0.84,0.07,0.01,0.04,0.04,4.6,1.01,24.99,14005,0.74,0.11,0.08,0.04,0.03,4.5,1,16.99,10692,0.66,0.24,0.06,0.02,0.02,4.5,0.71,16.99,8998,0.62,0.31,0.03,0.01,0.03,4.5,0.7
"7506",28.99,6123,0.77,0.11,0.03,0.02,0.07,4.5,1.3,26.99,15964,0.55,0.33,0.09,0.01,0.02,4.4,0.72,18.99,13069,0.77,0.11,0.03,0.02,0.07,4.5,1.3,14.99,11977,0.87,0.01,0.02,0.03,0.07,4.6,1.29
"7507",26.99,14734,0.77,0.11,0.09,0.01,0.02,4.6,0.72,28.99,14020,0.64,0.24,0.05,0.03,0.04,4.4,1,18.99,10506,0.65,0.22,0.06,0.03,0.04,4.4,0.99,14.99,14401,0.55,0.33,0.09,0.01,0.02,4.4,0.72
"7508",28.99,16522,0.71,0.16,0.03,0.04,0.06,4.4,1.28,26.99,8449,0.7,0.2,0.03,0.03,0.04,4.5,0.99,16.99,7297,0.84,0.07,0.01,0.04,0.04,4.6,1.01,16.99,17184,0.63,0.32,0.01,0.01,0.03,4.5,0.69
"7509",26.99,6192,0.63,0.3,0.03,0.01,0.03,4.5,0.7,28.99,10759,0.69,0.17,0.04,0.04,0.06,4.4,1.3,18.99,6553,0.68,0.18,0.12,0.01,0.01,4.5,0.7,16.99,18397,0.78,0.12,0.01,0.01,0.08,4.5,1.31
"7510",24.99,14475,0.8,0.08,0.03,0.01,0.08,4.5,1.31,28.99,16707,0.68,0.12,0.12,0.07,0.01,4.4,1,18.99,18469,0.68,0.12,0.12,0.07,0.01,4.4,1,16.99,11076,0.72,0.14,0.04,0.03,0.07,4.4,1.32
"7511",28.99,14959,0.87,0.02,0.02,0.01,0.08,4.6,1.29,26.99,17605,0.77,0.11,0.09,0.02,0.01,4.6,0.71,14.99,5262,0.67,0.17,0.1,0.02,0.04,4.4,1.01,18.99,16093,0.69,0.17,0.04,0.04,0.06,4.4,1.3
"7512",26.99,18213,0.67,0.22,0.01,0.02,0.08,4.4,1.32,26.99,6718,0.62,0.29,0.02,0.02,0.05,4.4,1.02,18.99,17202,0.86,0.04,0.01,0.01,0.08,4.6,1.3,14.99,12125,0.71,0.19,0.03,0.03,0.04,4.5,1.01
"7513",28.99,17462,0.65,0.22,0.06,0.03,0.04,4.4,0.99,26.99,14819,0.87,0.01,0.02,0.03,0.07,4.6,1.29,18.99,7849,0.87,0.01,0.01,0.05,0.06,4.6,1.28,16.99,13172,0.72,0.13,0.08,0.04,0.03,4.5,0.99
"7514",26.99,14312,0.79,0.09,0.01,0.05,0.06,4.5,1.3,26.99,6008,0.7,0.2,0.03,0.03,0.04,4.5,1.01,14.99,7071,0.57,0.32,0.07,0.03,0.01,4.4,0.7,18.99,18395,0.77,0.11,0.01,0.05,0.06,4.5,1.29
"7515",28.99,6386,0.85,0.05,0.01,0.01,0.08,4.6,1.3,28.99,12616,0.69,0.17,0.04,0.04,0.06,4.4,1.3,18.99,5253,0.72,0.1,0.09,0.04,0.05,4.4,1.3,14.99,6396,0.76,0.12,0.09,0.02,0.01,4.6,0.69
"7516",24.99,16955,0.8,0.08,0.01,0.05,0.06,4.5,1.3,24.99,17958,0.7,0.2,0.03,0.03,0.04,4.5,0.99,14.99,11092,0.82,0.06,0.04,0.04,0.04,4.6,1,18.99,17455,0.54,0.41,0.01,0.01,0.03,4.4,0.69
"7517",26.99,10085,0.87,0.01,0.01,0.05,0.06,4.6,1.28,24.99,12117,0.72,0.1,0.09,0.04,0.05,4.4,1.3,14.99,19012,0.77,0.12,0.02,0.01,0.08,4.5,1.31,16.99,14554,0.72,0.12,0.08,0.01,0.07,4.4,1.28
"7518",24.99,19686,0.77,0.11,0.07,0.04,0.01,4.6,0.7,28.99,11158,0.77,0.12,0.02,0.01,0.08,4.5,1.31,18.99,8314,0.85,0.05,0.01,0.01,0.08,4.6,1.3,14.99,9826,0.79,0.13,0.01,0.01,0.06,4.6,1
"7519",26.99,6470,0.66,0.26,0.04,0.02,0.02,4.5,0.71,28.99,8948,0.7,0.2,0.03,0.03,0.04,4.5,1.01,14.99,8299,0.72,0.13,0.07,0.05,0.03,4.5,0.99,18.99,9411,0.77,0.11,0.03,0.02,0.07,4.5,1.3
"7520",24.99,7915,0.83,0.05,0.05,0.04,0.03,4.6,0.99,26.99,15000,0.87,0.02,0.02,0.02,0.07,4.6,1.28,14.99,10728,0.55,0.35,0.07,0.01,0.02,4.4,0.7,18.99,5697,0.75,0.12,0.08,0.04,0.01,4.6,0.69
"7521",24.99,7724,0.8,0.08,0.01,0.05,0.06,4.5,1.3,28.99,18707,0.72,0.13,0.08,0.04,0.03,4.5,0.99,14.99,12189,0.66,0.26,0.04,0.02,0.02,4.5,0.71,18.99,11508,0.68,0.12,0.12,0.07,0.01,4.4,1
"7522",26.99,17530,0.62,0.31,0.03,0.01,0.03,4.5,0.7,28.99,11677,0.77,0.11,0.09,0.01,0.02,4.6,0.72,14.99,6704,0.78,0.12,0.01,0.01,0.08,4.5,1.31,18.99,8616,0.81,0.1,0.02,0.02,0.05,4.6,0.99
"7523",26.99,14388,0.87,0.02,0.02,0.01,0.08,4.6,1.32,26.99,13033,0.72,0.1,0.09,0.04,0.05,4.4,1.3,18.99,8546,0.62,0.32,0.02,0.02,0.02,4.5,0.68,16.99,8969,0.87,0.02,0.02,0.02,0.07,4.6,1.28
"7524",28.99,8600,0.87,0.01,0.02,0.03,0.07,4.6,1.29,28.99,9866,0.77,0.11,0.09,0.02,0.01,4.6,0.71,14.99,13408,0.66,0.14,0.14,0.03,0.03,4.4,1.02,14.99,16473,0.75,0.12,0.08,0.04,0.01,4.6,0.69
"7525",24.99,18145,0.6,0.31,0.01,0.03,0.05,4.4,0.99,26.99,17455,0.81,0.1,0.02,0.02,0.05,4.6,0.99,14.99,16033,0.72,0.1,0.09,0.04,0.05,4.4,1.3,18.99,19940,0.68,0.12,0.12,0.07,0.01,4.4,1
"7526",26.99,14611,0.72,0.13,0.07,0.05,0.03,4.5,0.99,26.99,9602,0.52,0.41,0.03,0.01,0.03,4.4,0.68,14.99,11734,0.67,0.17,0.1,0.02,0.04,4.4,1.01,18.99,17100,0.88,0.01,0.01,0.03,0.07,4.6,1.28
"7527",28.99,10575,0.55,0.35,0.07,0.01,0.02,4.4,0.7,24.99,13277,0.72,0.14,0.04,0.03,0.07,4.4,1.32,14.99,6921,0.74,0.11,0.08,0.04,0.03,4.5,1,18.99,12285,0.69,0.17,0.04,0.04,0.06,4.4,1.3
"7528",26.99,14798,0.53,0.37,0.06,0.02,0.02,4.4,0.7,26.99,16617,0.87,0.01,0.01,0.05,0.06,4.6,1.28,14.99,12980,0.62,0.31,0.03,0.01,0.03,4.5,0.7,16.99,11987,0.86,0.03,0.02,0.01,0.08,4.6,1.3
"7529",24.99,17759,0.64,0.24,0.05,0.03,0.04,4.4,1,26.99,12137,0.69,0.15,0.08,0.02,0.06,4.4,1.28,18.99,14313,0.56,0.32,0.09,0.02,0.01,4.4,0.68,18.99,7527,0.86,0.04,0.01,0.01,0.08,4.6,1.3
"7530",28.99,10710,0.54,0.41,0.01,0.01,0.03,4.4,0.69,26.99,5158,0.8,0.09,0.02,0.02,0.07,4.5,1.29,16.99,12926,0.52,0.41,0.03,0.01,0.03,4.4,0.68,16.99,5710,0.74,0.11,0.08,0.04,0.03,4.5,1
"7531",28.99,9680,0.69,0.21,0.04,0.01,0.05,4.5,0.98,24.99,11977,0.65,0.22,0.06,0.03,0.04,4.4,0.99,14.99,19739,0.73,0.1,0.09,0.01,0.07,4.4,1.3,18.99,10806,0.86,0.04,0.01,0.01,0.08,4.6,1.31
"7532",26.99,10776,0.67,0.22,0.01,0.02,0.08,4.4,1.32,28.99,11605,0.55,0.35,0.07,0.01,0.02,4.4,0.7,14.99,18602,0.66,0.2,0.11,0.02,0.01,4.5,0.69,18.99,9643,0.62,0.29,0.02,0.02,0.05,4.4,1.02
"7533",28.99,18322,0.61,0.3,0.01,0.04,0.04,4.4,1.01,24.99,12186,0.57,0.28,0.11,0.03,0.01,4.4,0.72,18.99,6291,0.78,0.11,0.08,0.01,0.02,4.6,0.7,18.99,11756,0.55,0.38,0.03,0.01,0.03,4.4,0.71
"7534",28.99,11324,0.72,0.14,0.04,0.03,0.07,4.4,1.32,28.99,15263,0.54,0.41,0.01,0.01,0.03,4.4,0.69,16.99,15183,0.55,0.35,0.07,0.01,0.02,4.4,0.7,16.99,11671,0.86,0.04,0.01,0.01,0.08,4.6,1.31
"7535",26.99,11711,0.55,0.35,0.07,0.01,0.02,4.4,0.7,26.99,9008,0.86,0.04,0.01,0.01,0.08,4.6,1.3,16.99,6260,0.68,0.18,0.12,0.01,0.01,4.5,0.7,14.99,17722,0.65,0.22,0.06,0.03,0.04,4.4,0.99
"7536",26.99,17196,0.8,0.09,0.02,0.02,0.07,4.5,1.29,24.99,18460,0.69,0.17,0.04,0.04,0.06,4.4,1.3,18.99,6396,0.63,0.32,0.01,0.01,0.03,4.5,0.69,18.99,17388,0.67,0.17,0.1,0.02,0.04,4.4,1.01
"7537",28.99,6625,0.63,0.32,0.01,0.01,0.03,4.5,0.69,26.99,18179,0.77,0.11,0.09,0.02,0.01,4.6,0.71,16.99,12381,0.71,0.11,0.1,0.01,0.07,4.4,1.32,18.99,8691,0.79,0.13,0.01,0.01,0.06,4.6,1
"7538",28.99,6790,0.62,0.31,0.03,0.01,0.03,4.5,0.7,24.99,13540,0.66,0.2,0.11,0.02,0.01,4.5,0.69,18.99,18069,0.84,0.07,0.01,0.04,0.04,4.6,1.01,18.99,13388,0.7,0.2,0.03,0.03,0.04,4.5,0.99
"7539",24.99,11299,0.69,0.17,0.04,0.04,0.06,4.4,1.3,28.99,12725,0.87,0.01,0.02,0.03,0.07,4.6,1.29,18.99,18476,0.7,0.2,0.03,0.03,0.04,4.5,1.01,16.99,16832,0.87,0.01,0.01,0.05,0.06,4.6,1.28
"7540",24.99,6718,0.73,0.1,0.09,0.01,0.07,4.4,1.3,26.99,10653,0.72,0.1,0.09,0.04,0.05,4.4,1.3,14.99,11598,0.66,0.26,0.04,0.02,0.02,4.5,0.71,14.99,10444,0.57,0.28,0.11,0.03,0.01,4.4,0.72
"7541",24.99,6769,0.62,0.31,0.03,0.01,0.03,4.5,0.69,24.99,16825,0.78,0.11,0.08,0.01,0.02,4.6,0.7,16.99,7421,0.75,0.12,0.08,0.04,0.01,4.6,0.69,16.99,17136,0.75,0.1,0.07,0.06,0.02,4.5,0.99
"7542",28.99,19990,0.7,0.2,0.03,0.03,0.04,4.5,0.99,28.99,15985,0.81,0.11,0.01,0.02,0.05,4.6,1,18.99,7058,0.87,0.01,0.01,0.05,0.06,4.6,1.28,16.99,10605,0.8,0.08,0.01,0.05,0.06,4.5,1.3
"7543",26.99,17464,0.68,0.12,0.12,0.07,0.01,4.4,1,28.99,19058,0.75,0.16,0.05,0.02,0.02,4.6,0.71,14.99,18062,0.57,0.32,0.07,0.03,0.01,4.4,0.7,14.99,17820,0.86,0.04,0.01,0.01,0.08,4.6,1.31
"7544",26.99,17107,0.71,0.19,0.03,0.03,0.04,4.5,1.01,28.99,16028,0.76,0.12,0.09,0.02,0.01,4.6,0.69,16.99,18416,0.56,0.32,0.09,0.02,0.01,4.4,0.68,18.99,7585,0.52,0.41,0.03,0.01,0.03,4.4,0.68
"7545",26.99,19309,0.7,0.2,0.03,0.03,0.04,4.5,1.01,28.99,5622,0.73,0.19,0.04,0.01,0.03,4.6,0.72,16.99,16668,0.61,0.23,0.14,0.01,0.01,4.4,0.71,18.99,7149,0.77,0.11,0.03,0.01,0.08,4.5,1.28
"7546",24.99,15438,0.75,0.1,0.07,0.06,0.02,4.5,0.99,28.99,18345,0.54,0.41,0.01,0.01,0.03,4.4,0.69,16.99,18468,0.71,0.19,0.03,0.03,0.04,4.5,1.01,18.99,18268,0.61,0.3,0.01,0.04,0.04,4.4,1.01
"7547",28.99,6717,0.87,0.01,0.02,0.03,0.07,4.6,1.29,28.99,10684,0.75,0.16,0.05,0.02,0.02,4.6,0.71,16.99,5420,0.78,0.12,0.01,0.01,0.08,4.5,1.31,18.99,9397,0.72,0.13,0.08,0.04,0.03,4.5,0.99
"7548",28.99,14416,0.82,0.06,0.05,0.03,0.04,4.6,1.02,24.99,17995,0.76,0.13,0.08,0.01,0.02,4.6,0.68,18.99,17344,0.79,0.13,0.01,0.01,0.06,4.6,1,16.99,10014,0.8,0.08,0.03,0.01,0.08,4.5,1.31
"7549",24.99,6117,0.65,0.22,0.06,0.03,0.04,4.4,0.99,26.99,5626,0.7,0.2,0.03,0.03,0.04,4.5,1.01,14.99,9555,0.63,0.32,0.01,0.01,0.03,4.5,0.69,16.99,16523,0.71,0.16,0.05,0.01,0.07,4.4,1.3
"7550",26.99,15421,0.77,0.11,0.03,0.01,0.08,4.5,1.31,26.99,11641,0.66,0.14,0.14,0.03,0.03,4.4,1.02,18.99,12793,0.77,0.11,0.09,0.02,0.01,4.6,0.71,16.99,16839,0.67,0.22,0.01,0.02,0.08,4.4,1.32
"7551",28.99,10188,0.62,0.31,0.03,0.01,0.03,4.5,0.69,26.99,18890,0.64,0.24,0.05,0.03,0.04,4.4,1,14.99,5013,0.6,0.31,0.01,0.03,0.05,4.4,0.99,14.99,15732,0.68,0.18,0.12,0.01,0.01,4.5,0.7
"7552",24.99,16469,0.62,0.32,0.02,0.02,0.02,4.5,0.68,28.99,6816,0.68,0.18,0.12,0.01,0.01,4.5,0.7,18.99,6414,0.77,0.11,0.01,0.05,0.06,4.5,1.29,14.99,10914,0.55,0.35,0.07,0.01,0.02,4.4,0.7
"7553",28.99,15017,0.79,0.13,0.01,0.01,0.06,4.6,1,26.99,11985,0.78,0.11,0.08,0.01,0.02,4.6,0.7,16.99,14396,0.77,0.11,0.09,0.02,0.01,4.6,0.71,14.99,13945,0.63,0.3,0.03,0.01,0.03,4.5,0.7
"7554",28.99,12300,0.87,0.02,0.02,0.02,0.07,4.6,1.28,24.99,14671,0.72,0.13,0.08,0.04,0.03,4.5,0.99,16.99,7591,0.64,0.24,0.05,0.03,0.04,4.4,1,14.99,6898,0.82,0.06,0.04,0.04,0.04,4.6,1
"7555",28.99,7493,0.67,0.17,0.1,0.02,0.04,4.4,1.01,26.99,15239,0.71,0.16,0.03,0.04,0.06,4.4,1.28,14.99,13015,0.83,0.05,0.05,0.04,0.03,4.6,0.99,14.99,17627,0.63,0.3,0.03,0.01,0.03,4.5,0.7
"7556",24.99,13744,0.73,0.1,0.09,0.01,0.07,4.4,1.3,26.99,8391,0.77,0.11,0.07,0.04,0.01,4.6,0.7,16.99,7809,0.56,0.32,0.09,0.02,0.01,4.4,0.68,14.99,13216,0.79,0.09,0.01,0.05,0.06,4.5,1.3
"7557",26.99,5799,0.79,0.09,0.01,0.05,0.06,4.5,1.3,28.99,6548,0.83,0.05,0.05,0.04,0.03,4.6,0.99,18.99,10035,0.71,0.16,0.05,0.01,0.07,4.4,1.3,16.99,10884,0.88,0.01,0.01,0.03,0.07,4.6,1.28
"7558",28.99,17637,0.81,0.11,0.01,0.02,0.05,4.6,1,28.99,6381,0.7,0.2,0.03,0.03,0.04,4.5,0.99,14.99,17672,0.65,0.23,0.09,0.02,0.01,4.5,0.69,14.99,8493,0.8,0.08,0.03,0.01,0.08,4.5,1.31
"7559",28.99,18143,0.62,0.29,0.02,0.02,0.05,4.4,1.02,24.99,12687,0.56,0.32,0.09,0.02,0.01,4.4,0.68,18.99,6862,0.77,0.11,0.07,0.04,0.01,4.6,0.7,18.99,9383,0.75,0.16,0.05,0.02,0.02,4.6,0.71
"7560",28.99,10766,0.82,0.06,0.05,0.03,0.04,4.6,1.02,28.99,5673,0.81,0.1,0.02,0.02,0.05,4.6,0.99,18.99,12216,0.8,0.11,0.02,0.01,0.06,4.6,1.01,18.99,9682,0.74,0.11,0.08,0.04,0.03,4.5,1
"7561",26.99,8662,0.87,0.01,0.01,0.05,0.06,4.6,1.28,24.99,12410,0.55,0.33,0.09,0.01,0.02,4.4,0.72,14.99,9050,0.56,0.32,0.09,0.02,0.01,4.4,0.68,16.99,12549,0.77,0.11,0.03,0.01,0.08,4.5,1.28
"7562",28.99,8959,0.77,0.11,0.03,0.01,0.08,4.5,1.31,24.99,16971,0.73,0.18,0.04,0.03,0.02,4.6,0.69,14.99,11525,0.62,0.31,0.03,0.01,0.03,4.5,0.69,16.99,8320,0.86,0.04,0.01,0.01,0.08,4.6,1.3
"7563",24.99,11971,0.65,0.22,0.06,0.03,0.04,4.4,0.99,26.99,8218,0.75,0.16,0.05,0.02,0.02,4.6,0.71,14.99,15777,0.61,0.3,0.01,0.04,0.04,4.4,1.01,14.99,8742,0.72,0.12,0.08,0.01,0.07,4.4,1.28
"7564",28.99,18523,0.67,0.17,0.1,0.02,0.04,4.4,1.01,26.99,18436,0.73,0.18,0.04,0.03,0.02,4.6,0.69,14.99,11166,0.62,0.32,0.02,0.02,0.02,4.5,0.68,16.99,8644,0.75,0.1,0.07,0.06,0.02,4.5,0.99
"7565",24.99,8348,0.72,0.13,0.07,0.05,0.03,4.5,0.99,28.99,9498,0.63,0.32,0.01,0.01,0.03,4.5,0.69,16.99,16606,0.61,0.23,0.14,0.01,0.01,4.4,0.71,18.99,5880,0.77,0.11,0.07,0.04,0.01,4.6,0.7
"7566",28.99,14378,0.6,0.31,0.01,0.03,0.05,4.4,0.99,28.99,7897,0.77,0.11,0.03,0.01,0.08,4.5,1.31,16.99,13113,0.79,0.13,0.01,0.01,0.06,4.6,1,16.99,11611,0.88,0.01,0.01,0.03,0.07,4.6,1.28
"7567",26.99,19980,0.67,0.22,0.01,0.02,0.08,4.4,1.32,24.99,9605,0.88,0.01,0.01,0.03,0.07,4.6,1.28,16.99,19130,0.54,0.41,0.01,0.01,0.03,4.4,0.69,18.99,12299,0.87,0.01,0.01,0.05,0.06,4.6,1.28
"7568",28.99,14592,0.81,0.1,0.02,0.02,0.05,4.6,0.99,24.99,8682,0.81,0.08,0.03,0.04,0.04,4.6,1,14.99,11124,0.73,0.19,0.04,0.01,0.03,4.6,0.72,16.99,5789,0.84,0.07,0.01,0.04,0.04,4.6,1.01
"7569",28.99,16145,0.87,0.02,0.02,0.02,0.07,4.6,1.28,28.99,14575,0.83,0.05,0.05,0.04,0.03,4.6,0.99,18.99,10766,0.83,0.05,0.05,0.04,0.03,4.6,0.99,16.99,16989,0.85,0.05,0.01,0.01,0.08,4.6,1.3
"7570",24.99,14797,0.55,0.35,0.07,0.01,0.02,4.4,0.7,26.99,5412,0.67,0.17,0.1,0.02,0.04,4.4,1.01,16.99,5278,0.7,0.2,0.03,0.03,0.04,4.5,0.99,14.99,10737,0.63,0.32,0.01,0.01,0.03,4.5,0.69
"7571",24.99,12314,0.53,0.37,0.06,0.02,0.02,4.4,0.7,26.99,16349,0.68,0.12,0.12,0.07,0.01,4.4,1,18.99,10750,0.62,0.29,0.02,0.02,0.05,4.4,1.02,16.99,5567,0.8,0.09,0.02,0.02,0.07,4.5,1.29
"7572",26.99,18633,0.69,0.21,0.04,0.01,0.05,4.5,0.98,26.99,10352,0.52,0.41,0.03,0.01,0.03,4.4,0.68,18.99,13681,0.66,0.14,0.14,0.03,0.03,4.4,1.02,18.99,6943,0.65,0.22,0.06,0.03,0.04,4.4,0.99
"7573",26.99,16610,0.73,0.18,0.04,0.03,0.02,4.6,0.69,24.99,14854,0.55,0.38,0.03,0.01,0.03,4.4,0.71,16.99,11766,0.71,0.19,0.03,0.03,0.04,4.5,1.01,18.99,16016,0.66,0.26,0.04,0.02,0.02,4.5,0.71
"7574",26.99,19168,0.87,0.01,0.02,0.03,0.07,4.6,1.29,24.99,5868,0.69,0.21,0.04,0.01,0.05,4.5,0.98,18.99,7974,0.87,0.02,0.02,0.01,0.08,4.6,1.32,16.99,10399,0.62,0.29,0.02,0.02,0.05,4.4,1.02
"7575",26.99,13855,0.75,0.1,0.07,0.06,0.02,4.5,0.99,24.99,5674,0.82,0.06,0.04,0.04,0.04,4.6,1,16.99,11608,0.87,0.02,0.02,0.01,0.08,4.6,1.32,16.99,16421,0.66,0.14,0.14,0.03,0.03,4.4,1.02
"7576",24.99,7630,0.62,0.32,0.02,0.02,0.02,4.5,0.68,26.99,19073,0.7,0.2,0.03,0.03,0.04,4.5,1.01,16.99,19659,0.72,0.13,0.08,0.04,0.03,4.5,0.99,16.99,7831,0.66,0.26,0.04,0.02,0.02,4.5,0.71
"7577",26.99,8524,0.72,0.1,0.09,0.04,0.05,4.4,1.3,28.99,10340,0.75,0.12,0.07,0.02,0.04,4.5,1.02,18.99,7569,0.61,0.3,0.02,0.02,0.05,4.4,0.99,14.99,10869,0.84,0.07,0.01,0.04,0.04,4.6,1.01
"7578",28.99,6790,0.64,0.24,0.05,0.03,0.04,4.4,1,28.99,6822,0.63,0.3,0.03,0.01,0.03,4.5,0.7,14.99,11530,0.71,0.19,0.03,0.03,0.04,4.5,1.01,16.99,6313,0.68,0.12,0.12,0.07,0.01,4.4,1
"7579",26.99,8673,0.6,0.31,0.01,0.03,0.05,4.4,0.99,26.99,10459,0.8,0.08,0.01,0.05,0.06,4.5,1.3,16.99,7158,0.78,0.12,0.01,0.01,0.08,4.5,1.31,16.99,13601,0.66,0.26,0.04,0.02,0.02,4.5,0.71
"7580",26.99,19731,0.87,0.02,0.02,0.02,0.07,4.6,1.28,28.99,15062,0.71,0.18,0.04,0.02,0.05,4.5,1,16.99,10454,0.87,0.02,0.02,0.02,0.07,4.6,1.28,18.99,11136,0.8,0.11,0.02,0.01,0.06,4.6,1.01
"7581",28.99,8474,0.71,0.16,0.03,0.04,0.06,4.4,1.28,28.99,14126,0.78,0.11,0.08,0.01,0.02,4.6,0.7,18.99,9723,0.54,0.41,0.01,0.01,0.03,4.4,0.69,16.99,15370,0.87,0.01,0.01,0.05,0.06,4.6,1.28
"7582",26.99,17763,0.86,0.03,0.02,0.01,0.08,4.6,1.3,24.99,9442,0.88,0.01,0.01,0.03,0.07,4.6,1.28,14.99,15567,0.86,0.04,0.01,0.01,0.08,4.6,1.3,18.99,15182,0.67,0.22,0.01,0.02,0.08,4.4,1.32
"7583",28.99,6926,0.65,0.22,0.06,0.03,0.04,4.4,0.99,26.99,10832,0.76,0.13,0.08,0.01,0.02,4.6,0.68,14.99,13660,0.73,0.19,0.04,0.01,0.03,4.6,0.72,14.99,15715,0.77,0.11,0.09,0.02,0.01,4.6,0.71
